mcc,mnc,lac,cellid,radio,lat,lon,range,samples
310,120,6038,100471,LTE,38.287102,-122.414022,1000,138
310,260,3332,100472,UMTS,38.13806,-122.463596,2000,26
310,120,7767,100473,UMTS,38.019274,-122.340349,2000,120
310,260,9280,100474,LTE,37.920456,-122.446224,5000,22
310,120,3141,100475,LTE,37.669729,-122.497702,2000,69
310,410,6345,100476,LTE,38.248111,-123.154848,5000,72
310,260,2785,100477,LTE,37.861162,-121.4654,500,45
310,260,9780,100478,LTE,37.486144,-122.31118,1000,118
310,260,2481,100479,LTE,37.676514,-122.126341,2000,183
310,410,3430,100480,LTE,37.741999,-122.52784,1000,94
310,410,5262,100481,LTE,37.686752,-122.342511,500,106
310,120,5093,100482,LTE,38.04736,-122.822916,5000,29
310,260,2010,100483,GSM,37.838709,-122.626447,1000,36
310,120,2376,100484,NR,37.888267,-122.03601,2000,22
310,120,8265,100485,LTE,37.901484,-122.399459,500,87
310,260,3752,100486,NR,38.375103,-121.754441,5000,188
310,120,7990,100487,LTE,37.707243,-122.359421,2000,57
310,410,3435,100488,LTE,38.010271,-122.594158,1000,168
310,120,8848,100489,LTE,37.674041,-122.023624,500,74
310,120,9614,100490,LTE,37.504232,-122.139752,500,100
310,120,8940,100491,LTE,37.840664,-122.789156,2000,102
310,120,4588,100492,LTE,37.7646,-122.328229,2000,17
310,410,4813,100493,LTE,37.917335,-122.840923,500,66
310,120,1916,100494,GSM,37.622685,-122.681938,1000,150
310,410,3846,100495,LTE,38.131308,-123.006733,1000,154
310,410,1462,100496,UMTS,37.537476,-121.823486,2000,148
310,260,9064,100497,NR,37.359975,-122.619694,2000,47
310,260,4584,100498,LTE,37.62294,-122.408952,5000,3
310,260,6582,100499,UMTS,37.537607,-121.938588,1000,85
310,120,3320,100500,GSM,37.959092,-122.336734,500,137
310,410,7481,100501,NR,38.345076,-123.200374,500,89
310,260,8157,100502,NR,37.714319,-122.21409,5000,169
310,120,6846,100503,LTE,37.549843,-121.847674,1000,99
310,260,3911,100504,UMTS,37.588074,-121.846999,500,182
310,120,1530,100505,LTE,38.105852,-122.545724,2000,159
310,410,3304,100506,LTE,37.857087,-121.911509,500,63
310,120,2453,100507,UMTS,37.599403,-122.131375,2000,117
310,120,2110,100508,LTE,38.014397,-122.399768,2000,30
310,410,7875,100509,LTE,37.754578,-122.542895,5000,129
310,410,2661,100510,NR,38.014707,-122.671085,1000,44
310,260,5831,100511,LTE,37.176889,-122.203433,2000,69
310,260,7151,100512,LTE,37.906047,-122.466375,500,143
310,410,8909,100513,UMTS,38.678263,-122.814461,500,113
310,410,3573,100514,LTE,37.971491,-122.504391,500,87
310,120,9849,100515,LTE,37.837533,-122.169799,2000,79
310,120,9043,100516,LTE,37.783629,-122.292154,500,95
310,120,8869,100517,LTE,37.924752,-122.415293,500,9
310,260,8758,100518,LTE,37.908246,-121.869764,2000,104
310,410,2493,100519,NR,37.04435,-122.265261,5000,50
310,260,8303,100520,LTE,37.53846,-122.135321,2000,115
310,410,2009,100521,LTE,37.530235,-122.357005,500,24
310,410,4727,100522,NR,37.461998,-123.052254,500,102
310,120,8779,100523,NR,37.926796,-122.798113,1000,124
310,120,1568,100524,NR,37.668915,-122.037257,1000,33
310,260,4471,100525,LTE,38.137794,-122.556306,1000,13
310,410,4308,100526,NR,36.849813,-121.867038,1000,155
310,260,2425,100527,LTE,37.736785,-121.541039,5000,144
310,410,1202,100528,UMTS,37.645368,-122.133878,5000,31
310,120,2641,100529,LTE,37.604622,-122.30339,500,76
310,410,5327,100530,LTE,38.260013,-123.028884,5000,149
310,410,7602,100531,LTE,37.699973,-122.489305,5000,12
310,120,4892,100532,LTE,37.204378,-121.91882,5000,71
310,410,6094,100533,LTE,37.831365,-122.46815,5000,181
310,260,3201,100534,LTE,37.401458,-123.403144,5000,85
310,120,2462,100535,LTE,37.730662,-122.007113,5000,57
310,410,9462,100536,LTE,38.081157,-122.631074,500,134
310,120,9303,100537,LTE,37.808137,-122.561791,1000,137
310,260,4288,100538,LTE,37.836498,-122.486066,1000,11
310,120,4262,100539,LTE,37.021182,-122.177623,2000,121
310,260,1500,100540,LTE,37.277965,-122.437699,2000,128
310,410,6730,100541,LTE,37.593149,-122.558746,1000,69
310,410,1449,100542,LTE,37.771409,-123.030611,500,44
310,260,4626,100543,NR,38.144532,-122.972411,1000,176
310,120,1328,100544,GSM,37.911381,-121.859875,500,124
310,120,1138,100545,LTE,38.204136,-122.724203,2000,158
310,120,5511,100546,LTE,37.876279,-122.740675,5000,92
310,410,9530,100547,NR,37.537421,-122.347891,5000,152
310,120,7131,100548,NR,38.110234,-122.132363,2000,79
310,410,5529,100549,NR,37.614172,-122.839622,2000,73
310,120,5895,100550,LTE,37.736302,-121.790605,1000,135
310,120,7620,100551,NR,37.847763,-123.273152,2000,177
310,410,5843,100552,LTE,37.82559,-122.349435,5000,106
310,120,4111,100553,LTE,37.703232,-122.350133,1000,178
310,120,6873,100554,NR,37.175795,-122.570799,2000,46
310,260,5813,100555,LTE,38.160883,-123.108371,5000,35
310,120,3999,100556,UMTS,37.74282,-123.061263,2000,170
310,120,6031,100557,LTE,38.052555,-122.219975,2000,98
310,260,8709,100558,LTE,37.755536,-122.086326,500,123
310,120,7253,100559,NR,38.091692,-122.721118,2000,108
310,260,4281,100560,LTE,38.422543,-122.157842,5000,148
310,260,6183,100561,UMTS,38.578833,-123.152217,1000,23
310,260,6134,100562,NR,37.28216,-122.375368,500,4
310,260,3595,100563,NR,37.545787,-122.338041,500,36
310,410,8029,100564,NR,37.401853,-122.792799,5000,4
310,410,1230,100565,LTE,38.001806,-122.356754,1000,7
310,260,4707,100566,UMTS,37.556662,-122.922491,2000,82
310,120,6015,100567,LTE,38.012254,-122.134397,500,14
310,120,9524,100568,NR,37.688357,-122.102876,2000,114
310,410,9031,100569,LTE,38.651556,-123.269949,1000,45
310,410,1313,100570,LTE,38.51678,-122.706215,1000,189
310,260,9267,100571,LTE,38.014897,-122.445537,500,96
310,410,5190,100572,GSM,37.624816,-123.107328,500,155
310,120,1323,100573,LTE,38.290104,-122.439088,500,109
310,410,8772,100574,UMTS,37.606009,-122.348968,1000,55
310,410,7895,100575,NR,37.608206,-122.950566,500,172
310,120,3247,100576,LTE,37.290132,-122.490483,500,133
310,260,2741,100577,NR,37.740741,-122.615767,1000,158
310,120,4304,100578,LTE,37.859804,-122.122355,5000,78
310,260,8875,100579,LTE,38.010411,-121.99307,1000,3
310,260,9095,100580,LTE,37.925537,-122.405579,500,133
310,410,4787,100581,LTE,38.27492,-122.128013,2000,70
310,260,1646,100582,LTE,37.618423,-122.378573,2000,176
310,260,1751,100583,LTE,37.554822,-121.814412,1000,172
310,410,5395,100584,UMTS,37.586823,-122.704554,500,98
310,410,7557,100585,LTE,37.863196,-122.652731,2000,101
310,410,3732,100586,LTE,37.627705,-122.843522,1000,181
310,260,2699,100587,LTE,37.628827,-123.53749,5000,148
310,410,6875,100588,NR,37.678635,-122.6472,500,178
310,260,8914,100589,NR,38.186069,-122.860948,500,108
310,120,6148,100590,LTE,37.656979,-122.366715,1000,174
310,120,2560,100591,LTE,38.070856,-122.765619,1000,126
310,410,3435,100592,NR,37.477379,-121.924103,500,5
310,410,9123,100593,LTE,37.647938,-122.602624,500,195
310,410,1824,100594,NR,37.515403,-122.403823,1000,143
310,260,2291,100595,LTE,37.553955,-122.737921,5000,149
310,410,6178,100596,LTE,37.121471,-122.166855,5000,193
310,410,1587,100597,NR,37.681968,-122.572294,500,26
310,120,5990,100598,NR,38.00831,-123.41203,1000,170
310,410,1889,100599,LTE,37.368666,-123.282749,5000,87
310,410,6952,100600,UMTS,37.322524,-122.624662,5000,32
310,260,6592,100601,LTE,38.195011,-122.082245,2000,143
310,260,3689,100602,NR,37.235395,-122.505118,1000,186
310,410,4209,100603,LTE,37.758009,-122.829329,500,103
310,260,6536,100604,LTE,37.914985,-121.690493,5000,14
310,120,3018,100605,GSM,38.372429,-122.758604,5000,120
310,260,9172,100606,LTE,37.298689,-123.258882,500,144
310,410,9328,100607,GSM,38.389127,-122.721558,1000,180
310,260,2696,100608,LTE,37.27577,-122.726285,2000,132
310,120,5067,100609,LTE,38.042814,-122.701935,5000,90
310,260,3263,100610,LTE,38.152683,-122.50038,2000,182
310,120,4560,100611,LTE,37.484689,-122.522133,1000,162
310,120,3173,100612,UMTS,37.65658,-123.01355,1000,131
310,120,2890,100613,GSM,37.294365,-122.569608,2000,146
310,120,7839,100614,UMTS,37.323235,-122.355409,2000,111
310,260,7240,100615,LTE,37.927386,-122.873631,500,174
310,260,5695,100616,UMTS,38.033485,-122.309626,2000,40
310,410,4342,100617,GSM,38.0604,-122.937985,500,94
310,120,4675,100618,GSM,37.838623,-122.590557,5000,63
310,120,5712,100619,UMTS,37.1515,-122.468371,500,100
310,120,6122,100620,NR,37.107792,-121.768693,500,6
310,410,4695,100621,NR,37.765523,-122.688711,2000,196
310,260,4170,100622,LTE,37.287826,-122.764793,5000,48
310,260,9418,100623,LTE,37.911852,-122.435731,5000,13
310,260,3636,100624,NR,37.372805,-122.197872,2000,4
310,260,1654,100625,LTE,37.508005,-121.869183,2000,155
310,120,5934,100626,NR,38.546182,-122.127748,2000,21
310,260,4012,100627,NR,37.839861,-122.761298,500,132
310,410,2506,100628,LTE,38.011085,-121.997761,1000,57
310,410,4579,100629,GSM,37.612315,-122.726217,5000,146
310,260,2879,100630,UMTS,38.215402,-123.427899,2000,117
310,120,4994,100631,LTE,37.805316,-121.846915,2000,100
310,410,5203,100632,NR,38.502956,-122.904924,2000,9
310,410,9426,100633,NR,38.326952,-122.812403,5000,127
310,260,6248,100634,NR,38.494979,-122.186737,500,27
310,120,9736,100635,LTE,38.209266,-121.550421,500,56
310,120,7950,100636,LTE,37.485393,-123.024254,1000,140
310,120,8130,100637,NR,38.11623,-123.14238,500,194
310,120,6434,100638,LTE,37.744884,-122.500121,500,21
310,120,2154,100639,NR,38.361425,-122.181548,1000,69
310,410,8094,100640,LTE,37.454302,-122.179159,500,102
310,120,2036,100641,GSM,37.574196,-122.857923,500,182
310,120,2738,100642,LTE,37.965539,-122.726312,2000,158
310,410,7249,100643,LTE,38.284918,-122.067204,500,124
310,120,7406,100644,NR,37.911831,-122.184959,2000,165
310,120,7113,100645,LTE,38.099943,-121.946195,1000,34
310,410,9800,100646,NR,38.215696,-122.284055,500,81
310,120,6633,100647,LTE,37.917876,-121.782117,5000,168
310,260,4617,100648,NR,37.890389,-122.597607,2000,52
310,120,1891,100649,GSM,38.167179,-122.02604,5000,168
310,260,5107,100650,LTE,37.498847,-122.521174,1000,188
310,410,3100,100651,UMTS,37.021807,-122.896765,1000,28
310,260,6206,100652,NR,37.745742,-122.27092,5000,87
310,120,3496,100653,NR,37.552319,-122.647507,2000,83
310,410,5033,100654,LTE,37.980483,-122.48184,5000,73
310,120,6432,100655,NR,37.875732,-122.600707,5000,117
310,120,2783,100656,LTE,37.586236,-122.154528,500,74
310,120,4218,100657,LTE,37.89623,-122.589801,500,189
310,120,1511,100658,NR,37.835302,-122.384008,5000,199
310,120,5269,100659,NR,37.131925,-122.885972,5000,170
310,260,5767,100660,LTE,37.827563,-122.796378,5000,131
310,120,1173,100661,NR,37.423739,-122.445692,1000,160
310,260,8310,100662,LTE,37.538174,-123.035663,1000,147
310,260,8921,100663,LTE,38.262155,-122.605332,500,59
310,410,7052,100664,LTE,37.793204,-122.709102,500,174
310,410,7358,100665,NR,37.979882,-121.578164,5000,14
310,260,9542,100666,NR,38.265212,-122.275882,2000,192
310,260,7171,100667,NR,37.738227,-121.919627,5000,96
310,260,9465,100668,LTE,37.137381,-122.867009,5000,60
310,410,8976,100669,NR,37.450074,-122.457723,500,131
310,260,2263,100670,NR,38.052882,-122.710183,2000,57
310,120,2938,100671,NR,37.895034,-122.229827,1000,109
310,410,8844,100672,NR,37.984378,-123.011285,1000,154
310,260,4992,100673,LTE,38.125543,-121.776877,1000,149
310,120,1642,100674,NR,37.617427,-122.537371,1000,17
310,120,7642,100675,NR,38.172032,-121.636981,500,187
310,260,4548,100676,LTE,37.685295,-123.154637,5000,126
310,120,3338,100677,NR,38.090453,-121.757844,1000,162
310,120,6614,100678,LTE,37.627381,-122.683769,500,61
310,260,4315,100679,NR,37.640466,-122.27184,5000,41
310,120,1639,100680,NR,37.602485,-122.57326,500,26
310,120,9835,100681,LTE,37.591086,-122.395862,5000,136
310,120,9680,100682,LTE,37.148161,-122.029625,1000,126
310,120,2600,100683,LTE,37.859258,-122.799289,1000,68
310,260,5641,100684,NR,37.522894,-122.377748,5000,68
310,260,9561,100685,LTE,37.980531,-121.836344,500,99
310,410,7698,100686,LTE,37.473476,-122.923197,500,42
310,410,9783,100687,LTE,37.359684,-122.181624,2000,159
310,260,7770,100688,NR,37.690339,-121.822838,5000,48
310,410,6024,100689,NR,37.469613,-122.048855,2000,183
310,120,2951,100690,GSM,37.621874,-122.28917,1000,117
310,260,4513,100691,NR,37.951397,-123.37499,5000,89
310,120,1852,100692,LTE,37.9266,-122.943401,5000,165
310,260,8727,100693,NR,37.927784,-122.41359,5000,25
310,260,1618,100694,UMTS,38.002931,-122.308409,5000,105
310,120,1941,100695,GSM,37.454539,-122.737979,1000,166
310,120,9489,100696,LTE,37.723569,-122.417323,1000,11
310,120,4795,100697,NR,37.863496,-122.886709,1000,175
310,260,3579,100698,LTE,38.027123,-122.352946,2000,105
310,120,4281,100699,NR,37.563068,-122.099596,500,191
310,120,5661,100700,UMTS,37.54936,-123.278771,2000,91
310,120,4187,100701,LTE,38.049041,-122.49298,5000,150
310,120,2744,100702,NR,37.991928,-122.412149,500,131
310,120,5222,100703,NR,37.542042,-121.487059,2000,180
310,410,4985,100704,GSM,37.456141,-122.282446,2000,120
310,260,8896,100705,LTE,37.464259,-123.193902,2000,20
310,260,4767,100706,LTE,37.318032,-121.945332,5000,93
310,410,5067,100707,LTE,37.726236,-122.425188,500,105
310,260,3924,100708,NR,37.4754,-123.077801,2000,93
310,260,4115,100709,NR,37.864584,-121.907209,1000,63
310,260,4755,100710,LTE,37.709926,-123.228214,1000,161
310,260,2285,100711,UMTS,37.399099,-121.873029,5000,160
310,260,8901,100712,LTE,38.464705,-122.386572,2000,129
310,120,5501,100713,NR,38.354074,-122.91235,1000,198
310,260,3101,100714,LTE,38.020136,-122.582767,5000,125
310,410,7450,100715,UMTS,37.858563,-122.457497,1000,120
310,410,6171,100716,UMTS,38.310805,-122.510468,500,6
310,260,6331,100717,LTE,37.617968,-122.766545,2000,50
310,410,6621,100718,LTE,37.529276,-122.507816,1000,130
310,410,6981,100719,LTE,37.450973,-122.227664,2000,118
310,120,4744,100720,LTE,37.854033,-122.227556,2000,63
310,260,3389,100721,UMTS,37.126724,-122.687884,1000,124
310,410,3203,100722,NR,37.849672,-122.653666,2000,127
310,120,1781,100723,LTE,37.635808,-121.93052,500,179
310,410,8807,100724,NR,37.9012,-122.181033,500,118
310,410,5222,100725,LTE,37.76568,-122.729469,500,108
310,120,4259,100726,NR,38.283986,-121.864466,1000,75
310,410,8322,100727,LTE,37.453788,-121.946954,5000,160
310,260,3745,100728,NR,37.662368,-121.86885,2000,110
310,260,2296,100729,LTE,37.465586,-122.801929,2000,61
310,120,5382,100730,NR,37.577123,-121.883098,5000,72
310,410,9535,100731,LTE,38.239193,-122.871488,5000,45
310,120,4844,100732,NR,37.805438,-122.340273,2000,193
310,260,7505,100733,LTE,37.73131,-122.575037,500,19
310,260,1431,100734,GSM,38.14032,-122.594561,5000,137
310,410,3544,100735,LTE,37.78863,-122.585438,5000,82
310,410,3071,100736,LTE,37.848953,-121.770592,1000,10
310,410,8801,100737,LTE,38.095748,-122.337062,2000,143
310,120,9835,100738,LTE,36.905007,-122.060385,5000,164
310,410,9576,100739,NR,37.769997,-123.238739,2000,91
310,260,8239,100740,LTE,37.525326,-122.386371,2000,108
310,260,9574,100741,GSM,37.756566,-122.079791,1000,91
310,120,9059,100742,GSM,37.675728,-121.937475,5000,79
310,410,4788,100743,LTE,38.145646,-122.39506,2000,51
310,410,5094,100744,LTE,37.393339,-122.149288,5000,99
310,120,4924,100745,NR,37.801024,-122.259663,2000,75
310,410,7765,100746,LTE,37.518034,-122.815323,500,49
310,410,8418,100747,LTE,37.885532,-122.273001,5000,51
310,120,1362,100748,LTE,37.688545,-122.211852,500,75
310,120,1134,100749,LTE,37.70816,-121.790045,500,41
310,410,6104,100750,NR,38.018784,-122.393539,2000,121
310,260,3393,100751,LTE,37.745808,-122.515395,2000,103
310,260,5097,100752,LTE,38.13036,-122.223903,500,34
310,410,8257,100753,LTE,38.322172,-122.52008,500,53
310,120,4415,100754,NR,37.19206,-122.252092,5000,177
310,260,1691,100755,GSM,38.571793,-122.645847,500,67
310,410,1853,100756,UMTS,37.482041,-122.379743,1000,31
310,260,3742,100757,LTE,37.807794,-121.994183,500,104
310,260,8786,100758,UMTS,37.786314,-122.471364,1000,98
310,410,2497,100759,UMTS,37.80939,-122.719333,2000,197
310,120,3521,100760,UMTS,37.688079,-122.518789,500,35
310,120,6690,100761,LTE,37.470315,-122.392759,1000,8
310,260,5107,100762,LTE,37.652121,-122.768982,5000,183
310,120,9029,100763,LTE,37.504687,-122.291485,1000,142
310,410,3627,100764,LTE,37.447638,-121.888401,1000,118
310,410,8439,100765,LTE,37.697445,-122.119451,5000,190
310,410,4912,100766,LTE,37.801713,-122.347929,500,171
310,260,9586,100767,UMTS,38.408349,-122.57092,5000,199
310,410,7714,100768,NR,37.317602,-122.594557,2000,31
310,260,3126,100769,LTE,38.197177,-122.085825,500,54
310,260,7366,100770,NR,37.953462,-122.256842,5000,137
310,260,7002,100771,LTE,37.442147,-122.794801,500,6
310,410,2310,100772,LTE,37.991742,-122.535614,500,95
310,410,7046,100773,UMTS,37.003214,-122.755949,500,160
310,260,5979,100774,LTE,37.764896,-122.304726,1000,135
310,120,7313,100775,LTE,38.235909,-122.050991,1000,137
310,260,7802,100776,GSM,37.52375,-122.85265,500,199
310,410,7997,100777,LTE,37.56269,-122.707457,1000,49
310,120,3591,100778,NR,37.380291,-122.565825,5000,93
310,410,7090,100779,LTE,38.136789,-122.710133,5000,188
310,120,4504,100780,LTE,37.659234,-122.153599,2000,95
310,410,1003,100781,UMTS,38.145146,-122.523375,500,75
310,410,1107,100782,LTE,37.426504,-122.692793,1000,57
310,120,5521,100783,NR,37.820098,-122.485375,1000,27
310,260,5341,100784,LTE,38.09387,-122.33131,1000,62
310,120,7550,100785,NR,37.763299,-122.081615,1000,190
310,410,3832,100786,NR,38.049258,-122.254135,500,155
310,120,7251,100787,LTE,37.714386,-122.505453,500,200
310,410,7824,100788,LTE,37.410544,-121.709092,1000,194
310,260,7266,100789,LTE,37.502286,-122.864361,2000,137
310,260,6354,100790,NR,38.196514,-122.291861,1000,42
310,410,8300,100791,GSM,38.314189,-122.216914,500,59
310,260,3165,100792,LTE,37.215337,-122.12792,500,124
310,410,5301,100793,LTE,37.674619,-122.474602,5000,131
310,260,8879,100794,NR,37.278611,-122.1718,1000,127
310,120,9589,100795,LTE,37.414381,-122.101123,1000,21
310,120,2467,100796,LTE,37.737055,-121.997447,5000,111
310,410,1396,100797,GSM,37.624138,-122.224626,2000,46
310,410,3389,100798,LTE,38.257833,-122.462307,500,62
310,120,2405,100799,LTE,37.880188,-122.051543,500,65
310,410,1225,100800,LTE,38.53428,-122.707785,500,81
310,260,9814,100801,LTE,37.703482,-122.392915,1000,142
310,410,3315,100802,UMTS,37.506999,-122.464479,500,99
310,260,5185,100803,LTE,37.326989,-122.713538,500,75
310,410,1869,100804,LTE,37.939678,-121.831077,500,20
310,120,6901,100805,LTE,37.561856,-122.21446,500,77
310,260,7237,100806,NR,38.115737,-122.84797,500,83
310,260,4054,100807,LTE,37.305152,-122.367502,5000,146
310,260,9673,100808,LTE,37.84018,-122.45662,2000,128
310,410,6765,100809,LTE,37.614535,-122.274263,2000,63
310,410,2015,100810,NR,38.74502,-122.44731,2000,102
310,260,5590,100811,LTE,38.27124,-122.886257,1000,90
310,260,7262,100812,NR,38.183682,-122.771661,1000,109
310,410,6395,100813,LTE,37.787098,-122.189512,1000,55
310,120,4314,100814,LTE,37.509372,-122.851023,2000,179
310,260,8046,100815,GSM,37.656304,-122.887424,1000,170
310,410,2111,100816,NR,38.487862,-122.784041,500,50
310,120,1483,100817,GSM,37.478114,-121.669417,2000,108
310,120,5485,100818,LTE,38.063689,-122.501502,1000,30
310,120,5372,100819,NR,37.829534,-122.351602,1000,155
310,410,2302,100820,UMTS,37.834527,-121.813232,5000,37
310,120,7126,100821,LTE,37.298092,-122.42736,5000,128
310,260,1528,100822,LTE,37.56838,-122.380263,500,72
310,120,4323,100823,GSM,38.011188,-122.506771,1000,19
310,410,9027,100824,UMTS,38.16003,-121.526939,2000,120
310,260,7232,100825,UMTS,38.056146,-122.693618,2000,103
310,120,9784,100826,NR,37.334182,-122.844164,500,136
310,260,5025,100827,NR,38.07394,-122.139136,5000,191
310,120,1807,100828,LTE,38.110912,-122.322724,2000,115
310,410,8558,100829,LTE,37.535746,-122.215632,5000,78
310,120,3330,100830,LTE,37.686064,-122.506814,5000,26
310,120,9952,100831,LTE,37.745563,-122.612556,5000,108
310,410,4308,100832,LTE,37.739887,-122.338953,500,67
310,120,3686,100833,UMTS,37.547728,-121.902449,500,26
310,410,2397,100834,NR,38.063038,-122.132139,5000,189
310,260,7204,100835,NR,37.881832,-122.882463,5000,14
310,120,3459,100836,LTE,37.863293,-123.296012,1000,48
310,410,6071,100837,UMTS,37.788541,-122.54829,5000,76
310,260,4323,100838,LTE,37.652263,-122.562139,2000,6
310,120,1094,100839,NR,37.109681,-122.217274,5000,63
310,410,7719,100840,LTE,37.881058,-121.844942,500,156
310,120,5556,100841,NR,37.562856,-122.595705,1000,15
310,410,1601,100842,LTE,37.821792,-122.2959,500,173
310,410,2436,100843,LTE,37.355119,-122.675706,500,109
310,410,3906,100844,LTE,37.98236,-122.428738,2000,12
310,410,7208,100845,LTE,38.020984,-122.233072,5000,143
310,260,5496,100846,LTE,38.137368,-122.240368,5000,137
310,260,2790,100847,NR,37.834737,-122.154126,500,126
310,120,5705,100848,LTE,37.697557,-122.957215,2000,69
310,410,3125,100849,NR,36.649514,-122.626349,5000,136
310,260,4812,100850,UMTS,37.721332,-122.884821,2000,52
310,120,2932,100851,UMTS,37.852022,-122.418524,1000,160
310,410,6728,100852,NR,38.136768,-122.422032,1000,5
310,410,2111,100853,LTE,37.435051,-122.892625,2000,132
310,260,6460,100854,LTE,37.206697,-122.630366,5000,188
310,260,4178,100855,LTE,36.968475,-122.845482,2000,175
310,260,3224,100856,NR,37.381284,-122.360009,1000,163
310,410,8577,100857,LTE,37.095518,-122.223255,500,136
310,410,9779,100858,LTE,37.603325,-121.807335,1000,150
310,410,2084,100859,LTE,37.52748,-123.07843,2000,10
310,120,3719,100860,NR,37.594528,-122.09072,5000,50
310,410,6152,100861,UMTS,37.196494,-122.869805,500,72
310,260,7088,100862,LTE,37.423192,-122.177817,2000,58
310,410,1612,100863,GSM,37.560489,-122.458369,1000,26
310,410,9192,100864,LTE,37.701103,-122.3883,1000,90
310,120,6084,100865,GSM,38.279067,-122.719228,2000,39
310,120,3174,100866,LTE,37.794336,-122.599957,500,120
310,260,1067,100867,LTE,37.242221,-121.900039,500,178
310,410,8649,100868,LTE,38.185149,-123.080985,500,136
310,260,6114,100869,NR,37.833669,-123.077779,1000,85
310,120,6228,100870,GSM,37.862826,-122.106421,5000,174
310,410,2875,100871,LTE,37.921998,-122.266139,500,55
310,410,3319,100872,UMTS,37.348668,-122.552756,2000,149
310,120,6549,100873,NR,37.779275,-122.265694,5000,15
310,120,1826,100874,LTE,38.045041,-122.090326,5000,16
310,120,8304,100875,NR,38.074131,-122.213894,2000,82
310,120,9740,100876,LTE,37.659869,-122.188353,5000,148
310,120,8672,100877,LTE,38.208239,-121.879951,5000,82
310,410,8709,100878,LTE,37.554465,-122.996367,1000,39
310,410,7423,100879,LTE,38.086531,-122.843923,2000,86
310,410,2849,100880,LTE,37.69184,-122.390708,5000,121
310,410,3087,100881,NR,37.936254,-122.687953,500,106
310,410,2162,100882,LTE,38.032203,-123.070094,5000,105
310,260,9977,100883,LTE,37.557181,-122.578485,5000,101
310,120,8063,100884,LTE,37.993769,-122.309173,2000,142
310,120,2276,100885,UMTS,37.700701,-122.650974,5000,32
310,120,2599,100886,LTE,37.44828,-122.66347,1000,81
310,260,7208,100887,LTE,37.902778,-122.460981,5000,168
310,260,1003,100888,GSM,37.693331,-122.56663,1000,172
310,410,8326,100889,LTE,38.029863,-122.022465,1000,177
310,120,5989,100890,LTE,37.986976,-122.654496,2000,25
310,120,7622,100891,LTE,37.357184,-122.692602,2000,18
310,260,1013,100892,UMTS,37.474166,-122.049801,2000,31
310,260,8073,100893,UMTS,38.226159,-123.032945,5000,163
310,410,8130,100894,NR,37.632172,-122.061899,1000,172
310,120,7301,100895,LTE,37.863557,-122.225361,5000,42
310,260,3200,100896,LTE,37.604783,-121.630808,500,168
310,410,8155,100897,LTE,38.331687,-122.356393,500,38
310,410,7974,100898,NR,37.547527,-122.74268,1000,119
310,410,7303,100899,LTE,37.332107,-122.449371,1000,50
310,410,4878,100900,UMTS,37.736842,-122.397159,2000,108
310,260,1620,100901,NR,38.185645,-122.652799,5000,183
310,120,2311,100902,LTE,37.46221,-122.031974,2000,122
310,120,2449,100903,LTE,37.351237,-122.47116,5000,164
310,260,9834,100904,NR,37.728457,-123.434549,2000,159
310,260,8681,100905,LTE,38.078532,-122.299924,5000,149
310,410,5738,100906,LTE,37.737753,-122.835419,500,180
310,120,5267,100907,LTE,38.290144,-122.729456,5000,151
310,410,1447,100908,LTE,37.830373,-122.305643,5000,24
310,410,5129,100909,LTE,37.872741,-122.304992,2000,73
310,260,3860,100910,NR,37.812019,-122.472107,1000,171
310,410,4869,100911,NR,37.174581,-122.180417,1000,138
310,260,3376,100912,NR,37.982445,-122.698841,1000,129
310,410,4898,100913,NR,37.781167,-122.832188,5000,188
310,120,6653,100914,LTE,37.618554,-122.628807,2000,196
310,410,7533,100915,NR,37.823546,-122.538455,2000,124
310,120,4828,100916,LTE,37.760756,-123.087588,5000,124
310,410,1194,100917,LTE,37.740797,-121.929105,5000,100
310,120,1672,100918,LTE,37.386509,-123.339963,2000,113
310,410,6488,100919,LTE,37.384021,-122.79126,2000,28
310,410,4961,100920,UMTS,37.759334,-121.889794,1000,136
310,260,6132,100921,NR,37.495175,-121.897033,500,175
310,410,2600,100922,NR,37.906018,-122.411412,500,178
310,410,5127,100923,LTE,37.542621,-122.3256,500,9
310,120,4552,100924,NR,37.687272,-122.512733,500,184
310,120,3128,100925,LTE,37.918478,-122.463963,1000,31
310,410,2240,100926,NR,37.685311,-122.7075,5000,73
310,120,6298,100927,LTE,37.840096,-123.028931,1000,21
310,410,6450,100928,LTE,37.753466,-122.27793,2000,70
310,260,7432,100929,LTE,37.832978,-122.282981,5000,30
310,260,2740,100930,LTE,38.145321,-121.881546,2000,29
310,120,5105,100931,GSM,37.905452,-122.386186,5000,7
310,120,1014,100932,LTE,37.933065,-122.556881,5000,71
310,410,1060,100933,NR,37.95639,-122.127766,5000,125
310,260,9849,100934,LTE,37.153895,-122.11786,500,101
310,410,2985,100935,NR,38.394337,-122.629153,2000,88
310,120,2485,100936,LTE,37.627827,-122.787558,2000,23
310,410,4327,100937,LTE,38.095648,-122.987651,500,101
310,410,2749,100938,NR,37.618013,-122.704832,2000,127
310,120,4104,100939,LTE,38.201552,-122.131601,500,52
310,260,9015,100940,LTE,38.933677,-122.206538,500,141
310,410,1268,100941,LTE,37.519196,-122.78846,2000,17
310,410,2936,100942,LTE,37.482037,-121.874898,5000,176
